层次	专业大类	专业类	专业名称及代码	官方链接	预期字节数	本地相对路径
中职	交通运输大类	水上运输类	700302 船舶机工与水手	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_ssysl/202502/P020250207450146024908.pdf	357585	中职/交通运输大类/水上运输类/700302_船舶机工与水手.pdf
中职	交通运输大类	水上运输类	700303 轮机维护与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_ssysl/202502/P020250207449961811443.pdf	351440	中职/交通运输大类/水上运输类/700303_轮机维护与管理.pdf
中职	交通运输大类	水上运输类	700304 邮轮乘务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_ssysl/202502/P020250207449486064955.pdf	394657	中职/交通运输大类/水上运输类/700304_邮轮乘务.pdf
中职	交通运输大类	水上运输类	700305 水路运输服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_ssysl/202502/P020250207449209232816.pdf	347991	中职/交通运输大类/水上运输类/700305_水路运输服务.pdf
中职	交通运输大类	水上运输类	700306 港口机械运用与维修	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_ssysl/202502/P020250207448863043526.pdf	339261	中职/交通运输大类/水上运输类/700306_港口机械运用与维修.pdf
中职	交通运输大类	铁道运输类	700101 铁道工程施工与维护	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207446842985626.pdf	351536	中职/交通运输大类/铁道运输类/700101_铁道工程施工与维护.pdf
中职	交通运输大类	铁道运输类	700102 电力机车运用与检修	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207446636454746.pdf	355133	中职/交通运输大类/铁道运输类/700102_电力机车运用与检修.pdf
中职	交通运输大类	铁道运输类	700105 电气化铁道供电	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207446464301868.pdf	341257	中职/交通运输大类/铁道运输类/700105_电气化铁道供电.pdf
中职	交通运输大类	铁道运输类	700106 铁道信号施工与维护	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207446271168120.pdf	354475	中职/交通运输大类/铁道运输类/700106_铁道信号施工与维护.pdf
中职	交通运输大类	铁道运输类	700107 铁道运输服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207446069072690.pdf	356524	中职/交通运输大类/铁道运输类/700107_铁道运输服务.pdf
中职	交通运输大类	铁道运输类	700108 高速铁路乘务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207445880035636.pdf	343081	中职/交通运输大类/铁道运输类/700108_高速铁路乘务.pdf
中职	交通运输大类	铁道运输类	700109 铁道桥梁隧道施工与维护	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tdysl/202502/P020250207445731522728.pdf	350387	中职/交通运输大类/铁道运输类/700109_铁道桥梁隧道施工与维护.pdf
中职	交通运输大类	道路运输类	700201 道路与桥梁工程施工	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tlysl/202502/P020250207448452459066.pdf	361433	中职/交通运输大类/道路运输类/700201_道路与桥梁工程施工.pdf
中职	交通运输大类	道路运输类	700203 交通运营服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tlysl/202502/P020250207448090674032.pdf	318623	中职/交通运输大类/道路运输类/700203_交通运营服务.pdf
中职	交通运输大类	道路运输类	700204 交通工程机械运用与维修	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tlysl/202502/P020250207447858240399.pdf	361503	中职/交通运输大类/道路运输类/700204_交通工程机械运用与维修.pdf
中职	交通运输大类	道路运输类	700205 汽车服务与营销	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tlysl/202502/P020250207447646626538.pdf	380102	中职/交通运输大类/道路运输类/700205_汽车服务与营销.pdf
中职	交通运输大类	道路运输类	700206 汽车运用与维修	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tlysl/202502/P020250207447258963744.pdf	343967	中职/交通运输大类/道路运输类/700206_汽车运用与维修.pdf
中职	交通运输大类	道路运输类	700209 新能源汽车运用与维修	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_tlysl/202502/P020250207447064916023.pdf	343226	中职/交通运输大类/道路运输类/700209_新能源汽车运用与维修.pdf
中职	交通运输大类	邮政类	700701 邮政快递运营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_yzl/202502/P020250207453602920316.pdf	333116	中职/交通运输大类/邮政类/700701_邮政快递运营.pdf
中职	交通运输大类	邮政类	700702 邮政快递安全技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_yzl/202502/P020250207453330943249.pdf	333464	中职/交通运输大类/邮政类/700702_邮政快递安全技术.pdf
中职	交通运输大类	邮政类	700703 邮政通信服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jtysdl/jtysdl_yzl/202502/P020250207453140478011.pdf	335740	中职/交通运输大类/邮政类/700703_邮政通信服务.pdf
中职	教育与体育大类	教育类	770101 幼儿保育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jyytydl/jyytydl_jyl/202502/P020250207460664966797.pdf	349593	中职/教育与体育大类/教育类/770101_幼儿保育.pdf
中职	教育与体育大类	语言类	770207 商务泰语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jyytydl/jyytydl_yyl/202502/P020250207461416653313.pdf	343482	中职/教育与体育大类/语言类/770207_商务泰语.pdf
中职	教育与体育大类	语言类	770208 商务阿拉伯语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_jyytydl/jyytydl_yyl/202502/P020250207461787781164.pdf	341499	中职/教育与体育大类/语言类/770208_商务阿拉伯语.pdf
中职	旅游大类	餐饮类	740201 中餐烹饪	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_cyl/202502/P020250207458819260588.pdf	357375	中职/旅游大类/餐饮类/740201_中餐烹饪.pdf
中职	旅游大类	餐饮类	740203 中西面点	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_cyl/202502/P020250207459510308559.pdf	340939	中职/旅游大类/餐饮类/740203_中西面点.pdf
中职	旅游大类	旅游类	740101 旅游服务与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_lyl/202502/P020250207456221748533.pdf	343690	中职/旅游大类/旅游类/740101_旅游服务与管理.pdf
中职	旅游大类	旅游类	740102 导游服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_lyl/202502/P020250207456568037698.pdf	339032	中职/旅游大类/旅游类/740102_导游服务.pdf
中职	旅游大类	旅游类	740103 康养休闲旅游服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_lyl/202502/P020250207457369985605.pdf	342614	中职/旅游大类/旅游类/740103_康养休闲旅游服务.pdf
中职	旅游大类	旅游类	740105 茶艺与茶营销	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_lyl/202502/P020250207457773813201.pdf	346081	中职/旅游大类/旅游类/740105_茶艺与茶营销.pdf
中职	旅游大类	旅游类	740106 会展服务与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_lydl/lydl_lyl/202502/P020250207458147371321.pdf	342598	中职/旅游大类/旅游类/740106_会展服务与管理.pdf
中职	农林牧渔大类	林业类	610201 林业生产技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_lyl/202502/P020250207403674621466.pdf	355734	中职/农林牧渔大类/林业类/610201_林业生产技术.pdf
中职	农林牧渔大类	林业类	610202 园林技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_lyl/202502/P020250207402975582610.pdf	345230	中职/农林牧渔大类/林业类/610202_园林技术.pdf
中职	农林牧渔大类	林业类	610205 木业产品加工技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_lyl/202502/P020250207402633876566.pdf	334442	中职/农林牧渔大类/林业类/610205_木业产品加工技术.pdf
中职	农林牧渔大类	农业类	610101 种子生产技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207401762143502.pdf	341946	中职/农林牧渔大类/农业类/610101_种子生产技术.pdf
中职	农林牧渔大类	农业类	610102 作物生产技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207401452261552.pdf	359302	中职/农林牧渔大类/农业类/610102_作物生产技术.pdf
中职	农林牧渔大类	农业类	610103 循环农业与再生资源利用	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207401016838224.pdf	352496	中职/农林牧渔大类/农业类/610103_循环农业与再生资源利用.pdf
中职	农林牧渔大类	农业类	610104 家庭农场生产经营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207400681807205.pdf	360854	中职/农林牧渔大类/农业类/610104_家庭农场生产经营.pdf
中职	农林牧渔大类	农业类	610105 园艺技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207400297093348.pdf	354297	中职/农林牧渔大类/农业类/610105_园艺技术.pdf
中职	农林牧渔大类	农业类	610108 中草药栽培	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207399206671960.pdf	353564	中职/农林牧渔大类/农业类/610108_中草药栽培.pdf
中职	农林牧渔大类	农业类	610109 烟草栽培与加工	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207398575039943.pdf	364326	中职/农林牧渔大类/农业类/610109_烟草栽培与加工.pdf
中职	农林牧渔大类	农业类	610110 饲草栽培与加工	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207398175935442.pdf	354328	中职/农林牧渔大类/农业类/610110_饲草栽培与加工.pdf
中职	农林牧渔大类	农业类	610113 农机设备应用与维修	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207397766579711.pdf	345192	中职/农林牧渔大类/农业类/610113_农机设备应用与维修.pdf
中职	农林牧渔大类	农业类	610114 农产品加工与质量检测	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207397249840690.pdf	373113	中职/农林牧渔大类/农业类/610114_农产品加工与质量检测.pdf
中职	农林牧渔大类	农业类	610115 农产品贮藏与加工	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207396837033754.pdf	364928	中职/农林牧渔大类/农业类/610115_农产品贮藏与加工.pdf
中职	农林牧渔大类	农业类	610118 休闲农业生产与经营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207396186762744.pdf	357816	中职/农林牧渔大类/农业类/610118_休闲农业生产与经营.pdf
中职	农林牧渔大类	农业类	610119 农资营销与服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_nyl/202502/P020250207395496969992.pdf	344324	中职/农林牧渔大类/农业类/610119_农资营销与服务.pdf
中职	农林牧渔大类	畜牧业类	610301 畜禽生产技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_xmyl/202502/P020250207404387079569.pdf	363587	中职/农林牧渔大类/畜牧业类/610301_畜禽生产技术.pdf
中职	农林牧渔大类	渔业类	610402 海水养殖	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_nlmydl/nlmydl_yyl/202502/P020250207404820459498.pdf	345601	中职/农林牧渔大类/渔业类/610402_海水养殖.pdf
中职	轻工纺织大类	包装类	680201 包装设计与制作	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_bzl/202502/P020250207442639357390.pdf	313611	中职/轻工纺织大类/包装类/680201_包装设计与制作.pdf
中职	轻工纺织大类	纺织服装类	680401 纺织技术与服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_fzfzl/202502/P020250207443516559347.pdf	338159	中职/轻工纺织大类/纺织服装类/680401_纺织技术与服务.pdf
中职	轻工纺织大类	纺织服装类	680402 服装设计与工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_fzfzl/202502/P020250207443378440683.pdf	366403	中职/轻工纺织大类/纺织服装类/680402_服装设计与工艺.pdf
中职	轻工纺织大类	纺织服装类	680405 数字化染整工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_fzfzl/202502/P020250207443239976343.pdf	345852	中职/轻工纺织大类/纺织服装类/680405_数字化染整工艺.pdf
中职	轻工纺织大类	纺织服装类	680406 服装制作与生产管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_fzfzl/202502/P020250207443070061252.pdf	340395	中职/轻工纺织大类/纺织服装类/680406_服装制作与生产管理.pdf
中职	轻工纺织大类	轻化工类	680101 化妆品制造技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_qhgl/202502/P020250207442420419842.pdf	354894	中职/轻工纺织大类/轻化工类/680101_化妆品制造技术.pdf
中职	轻工纺织大类	轻化工类	680102 现代造纸工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_qhgl/202502/P020250207442245613864.pdf	345136	中职/轻工纺织大类/轻化工类/680102_现代造纸工艺.pdf
中职	轻工纺织大类	印刷类	680301 印刷媒体技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_qgfzdl/qgfzdl_ysl/202502/P020250207442839765425.pdf	346092	中职/轻工纺织大类/印刷类/680301_印刷媒体技术.pdf
中职	水利大类	水利工程与管理类	650201 水利工程运行与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_slgcygll/202502/P020250207418535895248.pdf	345996	中职/水利大类/水利工程与管理类/650201_水利工程运行与管理.pdf
中职	水利大类	水利工程与管理类	650203 机电排灌工程技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_slgcygll/202502/P020250207418367448340.pdf	336372	中职/水利大类/水利工程与管理类/650203_机电排灌工程技术.pdf
中职	水利大类	水利工程与管理类	650204 现代灌溉技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_slgcygll/202502/P020250207418199777179.pdf	337037	中职/水利大类/水利工程与管理类/650204_现代灌溉技术.pdf
中职	水利大类	水利工程与管理类	650205 农村饮水供水工程技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_slgcygll/202502/P020250207418011888994.pdf	345002	中职/水利大类/水利工程与管理类/650205_农村饮水供水工程技术.pdf
中职	水利大类	水利水电设备类	650302 水电站运行与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_slsdsbl/202502/P020250207418873860825.pdf	338416	中职/水利大类/水利水电设备类/650302_水电站运行与管理.pdf
中职	水利大类	水土保持与水环境类	650401 水土保持技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_stbcyshjl/202502/P020250207419352013019.pdf	352674	中职/水利大类/水土保持与水环境类/650401_水土保持技术.pdf
中职	水利大类	水土保持与水环境类	650402 水环境智能监测与保护	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_sldl/sldl_stbcyshjl/202502/P020250207419183876673.pdf	361082	中职/水利大类/水土保持与水环境类/650402_水环境智能监测与保护.pdf
中职	食品药品与粮食大类	粮食类	690301 粮油和饲料加工技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_lsl/202502/P020250207445243245240.pdf	360457	中职/食品药品与粮食大类/粮食类/690301_粮油和饲料加工技术.pdf
中职	食品药品与粮食大类	食品类	690101 食品加工工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_spl/202502/P020250207444516480633.pdf	351054	中职/食品药品与粮食大类/食品类/690101_食品加工工艺.pdf
中职	食品药品与粮食大类	食品类	690102 酿酒工艺与技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_spl/202502/P020250207444357493611.pdf	355866	中职/食品药品与粮食大类/食品类/690102_酿酒工艺与技术.pdf
中职	食品药品与粮食大类	食品类	690103 民族食品加工技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_spl/202502/P020250207444221992512.pdf	326292	中职/食品药品与粮食大类/食品类/690103_民族食品加工技术.pdf
中职	食品药品与粮食大类	食品类	690104 食品安全与检测技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_spl/202502/P020250207444044200458.pdf	359693	中职/食品药品与粮食大类/食品类/690104_食品安全与检测技术.pdf
中职	食品药品与粮食大类	药品与医疗器械类	690201 制药技术应用	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_ypyylqxl/202502/P020250207445059103596.pdf	343197	中职/食品药品与粮食大类/药品与医疗器械类/690201_制药技术应用.pdf
中职	食品药品与粮食大类	药品与医疗器械类	690202 生物制药工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_ypyylqxl/202502/P020250207444877255860.pdf	376355	中职/食品药品与粮食大类/药品与医疗器械类/690202_生物制药工艺.pdf
中职	食品药品与粮食大类	药品与医疗器械类	690203 生物药物检验	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_spypylsdl/spypylsdl_ypyylqxl/202502/P020250207444724542341.pdf	352698	中职/食品药品与粮食大类/药品与医疗器械类/690203_生物药物检验.pdf
中职	土木建筑大类	房地产类	640701 房地产营销	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_fdcl/202502/P020250207417271456098.pdf	337157	中职/土木建筑大类/房地产类/640701_房地产营销.pdf
中职	土木建筑大类	房地产类	640702 物业服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_fdcl/202502/P020250207417080383506.pdf	344687	中职/土木建筑大类/房地产类/640702_物业服务.pdf
中职	土木建筑大类	建设工程管理类	640501 建筑工程造价	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_jsgcgll/202502/P020250207416433357226.pdf	333066	中职/土木建筑大类/建设工程管理类/640501_建筑工程造价.pdf
中职	土木建筑大类	建设工程管理类	640502 建设项目材料管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_jsgcgll/202502/P020250207416233055128.pdf	344145	中职/土木建筑大类/建设工程管理类/640502_建设项目材料管理.pdf
中职	土木建筑大类	建筑设备类	640401 建筑智能化设备安装与运维	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_jzsbl/202502/P020250207415883126069.pdf	356645	中职/土木建筑大类/建筑设备类/640401_建筑智能化设备安装与运维.pdf
中职	土木建筑大类	建筑设备类	640402 建筑水电设备安装与运维	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_jzsbl/202502/P020250207415718055494.pdf	341749	中职/土木建筑大类/建筑设备类/640402_建筑水电设备安装与运维.pdf
中职	土木建筑大类	建筑设计类	640102 建筑装饰技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_jzsjl/202502/P020250207414882818264.pdf	344323	中职/土木建筑大类/建筑设计类/640102_建筑装饰技术.pdf
中职	土木建筑大类	建筑设计类	640103 古建筑修缮	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/zyjyzyjxbz_zz/zz_tmjzdl/tmjzdl_jzsjl/202502/P020250207414666105058.pdf	342203	中职/土木建筑大类/建筑设计类/640103_古建筑修缮.pdf
