层次	专业名称及代码	预期字节数	实际字节数	PDF文件头	状态	本地相对路径
高职专科	460401 铁道机车车辆制造与维护	348618	348618	%PDF-	OK	高职专科/装备制造大类/轨道装备类/460401_铁道机车车辆制造与维护.pdf
高职专科	460402 高速铁路动车组制造与维护	342556	342556	%PDF-	OK	高职专科/装备制造大类/轨道装备类/460402_高速铁路动车组制造与维护.pdf
高职专科	460403 城市轨道交通车辆制造与维护	354159	354159	%PDF-	OK	高职专科/装备制造大类/轨道装备类/460403_城市轨道交通车辆制造与维护.pdf
高职专科	470201 应用化工技术	346320	346320	%PDF-	OK	高职专科/生物与化工大类/化工技术类/470201_应用化工技术.pdf
高职专科	470208 分析检验技术	353775	353775	%PDF-	OK	高职专科/生物与化工大类/化工技术类/470208_分析检验技术.pdf
高职专科	470209 化工智能制造技术	356044	356044	%PDF-	OK	高职专科/生物与化工大类/化工技术类/470209_化工智能制造技术.pdf
高职专科	470210 化工装备技术	359577	359577	%PDF-	OK	高职专科/生物与化工大类/化工技术类/470210_化工装备技术.pdf
高职专科	460601 飞行器数字化制造技术	340828	340828	%PDF-	OK	高职专科/装备制造大类/航空装备类/460601_飞行器数字化制造技术.pdf
高职专科	460602 飞行器数字化装配技术	345910	345910	%PDF-	OK	高职专科/装备制造大类/航空装备类/460602_飞行器数字化装配技术.pdf
高职专科	460605 飞机机载设备装配调试技术	345433	345433	%PDF-	OK	高职专科/装备制造大类/航空装备类/460605_飞机机载设备装配调试技术.pdf
高职专科	460606 航空装备表面处理技术	336157	336157	%PDF-	OK	高职专科/装备制造大类/航空装备类/460606_航空装备表面处理技术.pdf
高职专科	460607 飞行器维修技术	363019	363019	%PDF-	OK	高职专科/装备制造大类/航空装备类/460607_飞行器维修技术.pdf
高职专科	460609 无人机应用技术	341663	341663	%PDF-	OK	高职专科/装备制造大类/航空装备类/460609_无人机应用技术.pdf
高职专科	460201 智能制造装备技术	351333	351333	%PDF-	OK	高职专科/装备制造大类/机电设备类/460201_智能制造装备技术.pdf
高职专科	460202 机电设备技术	348140	348140	%PDF-	OK	高职专科/装备制造大类/机电设备类/460202_机电设备技术.pdf
高职专科	460203 电机与电器技术	351615	351615	%PDF-	OK	高职专科/装备制造大类/机电设备类/460203_电机与电器技术.pdf
高职专科	460204 新能源装备技术	340602	340602	%PDF-	OK	高职专科/装备制造大类/机电设备类/460204_新能源装备技术.pdf
高职专科	460206 电梯工程技术	336771	336771	%PDF-	OK	高职专科/装备制造大类/机电设备类/460206_电梯工程技术.pdf
高职专科	460101 机械设计与制造	347741	347741	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460101_机械设计与制造.pdf
高职专科	460102 数字化设计与制造技术	342005	342005	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460102_数字化设计与制造技术.pdf
高职专科	460103 数控技术	348531	348531	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460103_数控技术.pdf
高职专科	460104 机械制造及自动化	348848	348848	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460104_机械制造及自动化.pdf
高职专科	460105 工业设计	334855	334855	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460105_工业设计.pdf
高职专科	460107 材料成型及控制技术	351646	351646	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460107_材料成型及控制技术.pdf
高职专科	460110 智能焊接技术	352134	352134	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460110_智能焊接技术.pdf
高职专科	460111 工业材料表面处理技术	354697	354697	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460111_工业材料表面处理技术.pdf
高职专科	460112 增材制造技术	349777	349777	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460112_增材制造技术.pdf
高职专科	460113 模具设计与制造	346172	346172	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460113_模具设计与制造.pdf
高职专科	460114 特种加工技术	346206	346206	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460114_特种加工技术.pdf
高职专科	460115 智能光电制造技术	341055	341055	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460115_智能光电制造技术.pdf
高职专科	460116 电线电缆制造技术	356261	356261	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460116_电线电缆制造技术.pdf
高职专科	460118 机械装备制造技术	348705	348705	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460118_机械装备制造技术.pdf
高职专科	460119 工业产品质量检测技术	325920	325920	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460119_工业产品质量检测技术.pdf
高职专科	460120 理化测试与质检技术	348055	348055	%PDF-	OK	高职专科/装备制造大类/机械设计制造类/460120_理化测试与质检技术.pdf
高职专科	460701 汽车制造与试验技术	339623	339623	%PDF-	OK	高职专科/装备制造大类/汽车制造类/460701_汽车制造与试验技术.pdf
高职专科	460702 新能源汽车技术	360180	360180	%PDF-	OK	高职专科/装备制造大类/汽车制造类/460702_新能源汽车技术.pdf
高职专科	460703 汽车电子技术	348021	348021	%PDF-	OK	高职专科/装备制造大类/汽车制造类/460703_汽车电子技术.pdf
高职专科	460704 智能网联汽车技术	359654	359654	%PDF-	OK	高职专科/装备制造大类/汽车制造类/460704_智能网联汽车技术.pdf
高职专科	460705 汽车造型与改装技术	356898	356898	%PDF-	OK	高职专科/装备制造大类/汽车制造类/460705_汽车造型与改装技术.pdf
高职专科	470101 食品生物技术	360076	360076	%PDF-	OK	高职专科/生物与化工大类/生物技术类/470101_食品生物技术.pdf
高职专科	470102 药品生物技术	350341	350341	%PDF-	OK	高职专科/生物与化工大类/生物技术类/470102_药品生物技术.pdf
高职专科	470103 农业生物技术	354909	354909	%PDF-	OK	高职专科/生物与化工大类/生物技术类/470103_农业生物技术.pdf
高职专科	470105 生物产品检验检疫	350005	350005	%PDF-	OK	高职专科/生物与化工大类/生物技术类/470105_生物产品检验检疫.pdf
高职专科	470106 绿色生物制造技术	344068	344068	%PDF-	OK	高职专科/生物与化工大类/生物技术类/470106_绿色生物制造技术.pdf
高职专科	470107 生物信息技术	349762	349762	%PDF-	OK	高职专科/生物与化工大类/生物技术类/470107_生物信息技术.pdf
高职专科	460301 机电一体化技术	343418	343418	%PDF-	OK	高职专科/装备制造大类/自动化类/460301_机电一体化技术.pdf
高职专科	460302 智能机电技术	353480	353480	%PDF-	OK	高职专科/装备制造大类/自动化类/460302_智能机电技术.pdf
高职专科	460303 智能控制技术	361773	361773	%PDF-	OK	高职专科/装备制造大类/自动化类/460303_智能控制技术.pdf
高职专科	460304 智能机器人技术	347599	347599	%PDF-	OK	高职专科/装备制造大类/自动化类/460304_智能机器人技术.pdf
高职专科	460305 工业机器人技术	347501	347501	%PDF-	OK	高职专科/装备制造大类/自动化类/460305_工业机器人技术.pdf
高职专科	460306 电气自动化技术	338430	338430	%PDF-	OK	高职专科/装备制造大类/自动化类/460306_电气自动化技术.pdf
高职专科	460307 工业过程自动化技术	355072	355072	%PDF-	OK	高职专科/装备制造大类/自动化类/460307_工业过程自动化技术.pdf
高职专科	460308 工业自动化仪表技术	340310	340310	%PDF-	OK	高职专科/装备制造大类/自动化类/460308_工业自动化仪表技术.pdf
高职专科	460309 液压与气动技术	338502	338502	%PDF-	OK	高职专科/装备制造大类/自动化类/460309_液压与气动技术.pdf
高职专科	460310 工业互联网应用	346599	346599	%PDF-	OK	高职专科/装备制造大类/自动化类/460310_工业互联网应用.pdf
高职专科	460311 计量测试与应用技术	343876	343876	%PDF-	OK	高职专科/装备制造大类/自动化类/460311_计量测试与应用技术.pdf
高职专科	420901 安全技术与管理	346617	346617	%PDF-	OK	高职专科/资源环境与安全大类/安全类/420901_安全技术与管理.pdf
高职专科	420905 应急救援技术	341985	341985	%PDF-	OK	高职专科/资源环境与安全大类/安全类/420905_应急救援技术.pdf
高职专科	420906 消防救援技术	350446	350446	%PDF-	OK	高职专科/资源环境与安全大类/安全类/420906_消防救援技术.pdf
高职专科	420908 职业健康安全技术	352173	352173	%PDF-	OK	高职专科/资源环境与安全大类/安全类/420908_职业健康安全技术.pdf
高职专科	430104 分布式发电与智能微电网技术	337028	337028	%PDF-	OK	高职专科/能源动力与材料大类/电力技术类/430104_分布式发电与智能微电网技术.pdf
高职专科	430105 电力系统自动化技术	344395	344395	%PDF-	OK	高职专科/能源动力与材料大类/电力技术类/430105_电力系统自动化技术.pdf
高职专科	430106 电力系统继电保护技术	343046	343046	%PDF-	OK	高职专科/能源动力与材料大类/电力技术类/430106_电力系统继电保护技术.pdf
高职专科	430107 输配电工程技术	337954	337954	%PDF-	OK	高职专科/能源动力与材料大类/电力技术类/430107_输配电工程技术.pdf
高职专科	430108 供用电技术	351117	351117	%PDF-	OK	高职专科/能源动力与材料大类/电力技术类/430108_供用电技术.pdf
高职专科	420209 城市地质勘查	358876	358876	%PDF-	OK	高职专科/资源环境与安全大类/地质类/420209_城市地质勘查.pdf
高职专科	430601 材料工程技术	336366	336366	%PDF-	OK	高职专科/能源动力与材料大类/非金属材料类/430601_材料工程技术.pdf
高职专科	430602 高分子材料智能制造技术	322166	322166	%PDF-	OK	高职专科/能源动力与材料大类/非金属材料类/430602_高分子材料智能制造技术.pdf
高职专科	430603 复合材料智能制造技术	356902	356902	%PDF-	OK	高职专科/能源动力与材料大类/非金属材料类/430603_复合材料智能制造技术.pdf
高职专科	430604 航空复合材料成型与加工技术	344380	344380	%PDF-	OK	高职专科/能源动力与材料大类/非金属材料类/430604_航空复合材料成型与加工技术.pdf
高职专科	430607 硅材料制备技术	333333	333333	%PDF-	OK	高职专科/能源动力与材料大类/非金属材料类/430607_硅材料制备技术.pdf
高职专科	420301 工程测量技术	348644	348644	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420301_工程测量技术.pdf
高职专科	420302 测绘工程技术	349249	349249	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420302_测绘工程技术.pdf
高职专科	420304 摄影测量与遥感技术	353570	353570	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420304_摄影测量与遥感技术.pdf
高职专科	420305 地籍测绘与土地管理	359860	359860	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420305_地籍测绘与土地管理.pdf
高职专科	420306 国土空间规划与测绘	342307	342307	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420306_国土空间规划与测绘.pdf
高职专科	420307 无人机测绘技术	343673	343673	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420307_无人机测绘技术.pdf
高职专科	420308 矿山测量	362980	362980	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420308_矿山测量.pdf
高职专科	420310 空间数字建模与应用技术	343999	343999	%PDF-	OK	高职专科/资源环境与安全大类/测绘地理信息类/420310_空间数字建模与应用技术.pdf
高职专科	420801 环境监测技术	341424	341424	%PDF-	OK	高职专科/资源环境与安全大类/环境保护类/420801_环境监测技术.pdf
高职专科	420802 环境工程技术	339862	339862	%PDF-	OK	高职专科/资源环境与安全大类/环境保护类/420802_环境工程技术.pdf
高职专科	420805 环境管理与评价	323916	323916	%PDF-	OK	高职专科/资源环境与安全大类/环境保护类/420805_环境管理与评价.pdf
高职专科	420806 生态环境修复技术	334343	334343	%PDF-	OK	高职专科/资源环境与安全大类/环境保护类/420806_生态环境修复技术.pdf
高职专科	420808 资源综合利用技术	356624	356624	%PDF-	OK	高职专科/资源环境与安全大类/环境保护类/420808_资源综合利用技术.pdf
高职专科	420811 智能环保装备技术	340241	340241	%PDF-	OK	高职专科/资源环境与安全大类/环境保护类/420811_智能环保装备技术.pdf
高职专科	430401 钢铁智能冶金技术	342834	342834	%PDF-	OK	高职专科/能源动力与材料大类/黑色金属材料类/430401_钢铁智能冶金技术.pdf
高职专科	430402 智能轧钢技术	323032	323032	%PDF-	OK	高职专科/能源动力与材料大类/黑色金属材料类/430402_智能轧钢技术.pdf
高职专科	420601 矿山智能开采技术	366804	366804	%PDF-	OK	高职专科/资源环境与安全大类/金属与非金属矿类/420601_矿山智能开采技术.pdf
高职专科	430701 建筑材料工程技术	379686	379686	%PDF-	OK	高职专科/能源动力与材料大类/建筑材料类/430701_建筑材料工程技术.pdf
高职专科	430705 装配式建筑构件智能制造技术	374994	374994	%PDF-	OK	高职专科/能源动力与材料大类/建筑材料类/430705_装配式建筑构件智能制造技术.pdf
高职专科	420501 煤矿智能开采技术	343804	343804	%PDF-	OK	高职专科/资源环境与安全大类/煤炭类/420501_煤矿智能开采技术.pdf
高职专科	420503 通风技术与安全管理	343563	343563	%PDF-	OK	高职专科/资源环境与安全大类/煤炭类/420503_通风技术与安全管理.pdf
高职专科	420504 矿山机电与智能装备	345680	345680	%PDF-	OK	高职专科/资源环境与安全大类/煤炭类/420504_矿山机电与智能装备.pdf
高职专科	420505 煤炭清洁利用技术	357961	357961	%PDF-	OK	高职专科/资源环境与安全大类/煤炭类/420505_煤炭清洁利用技术.pdf
高职专科	430201 热能动力工程技术	338139	338139	%PDF-	OK	高职专科/能源动力与材料大类/热能与发电工程类/430201_热能动力工程技术.pdf
高职专科	430203 地热开发技术	347872	347872	%PDF-	OK	高职专科/能源动力与材料大类/热能与发电工程类/430203_地热开发技术.pdf
高职专科	430204 太阳能光热技术与应用	347458	347458	%PDF-	OK	高职专科/能源动力与材料大类/热能与发电工程类/430204_太阳能光热技术与应用.pdf
高职专科	430205 发电运行技术	342543	342543	%PDF-	OK	高职专科/能源动力与材料大类/热能与发电工程类/430205_发电运行技术.pdf
高职专科	430206 热工自动化技术	347823	347823	%PDF-	OK	高职专科/能源动力与材料大类/热能与发电工程类/430206_热工自动化技术.pdf
高职专科	420401 油气储运技术	349667	349667	%PDF-	OK	高职专科/资源环境与安全大类/石油与天然气类/420401_油气储运技术.pdf
高职专科	420402 油气地质勘探技术	323453	323453	%PDF-	OK	高职专科/资源环境与安全大类/石油与天然气类/420402_油气地质勘探技术.pdf
高职专科	420404 油气智能开采技术	351195	351195	%PDF-	OK	高职专科/资源环境与安全大类/石油与天然气类/420404_油气智能开采技术.pdf
高职专科	430301 光伏工程技术	384628	384628	%PDF-	OK	高职专科/能源动力与材料大类/新能源发电工程类/430301_光伏工程技术.pdf
高职专科	430302 风力发电工程技术	375839	375839	%PDF-	OK	高职专科/能源动力与材料大类/新能源发电工程类/430302_风力发电工程技术.pdf
高职专科	430303 生物质能应用技术	348070	348070	%PDF-	OK	高职专科/能源动力与材料大类/新能源发电工程类/430303_生物质能应用技术.pdf
高职专科	430305 工业节能技术	344771	344771	%PDF-	OK	高职专科/能源动力与材料大类/新能源发电工程类/430305_工业节能技术.pdf
高职专科	430306 节电技术与管理	318130	318130	%PDF-	OK	高职专科/能源动力与材料大类/新能源发电工程类/430306_节电技术与管理.pdf
高职专科	430307 新能源材料应用技术	359271	359271	%PDF-	OK	高职专科/能源动力与材料大类/新能源发电工程类/430307_新能源材料应用技术.pdf
高职专科	430501 有色金属智能冶金技术	339892	339892	%PDF-	OK	高职专科/能源动力与材料大类/有色金属材料类/430501_有色金属智能冶金技术.pdf
高职专科	430505 稀土材料技术	360822	360822	%PDF-	OK	高职专科/能源动力与材料大类/有色金属材料类/430505_稀土材料技术.pdf
高职专科	420103 生态地质调查	357697	357697	%PDF-	OK	高职专科/资源环境与安全大类/资源勘查类/420103_生态地质调查.pdf
高职专科	420107 宝玉石鉴定与加工	351988	351988	%PDF-	OK	高职专科/资源环境与安全大类/资源勘查类/420107_宝玉石鉴定与加工.pdf
中职	730301 会计事务	364861	364861	%PDF-	OK	中职/财经商贸大类/财务会计类/730301_会计事务.pdf
中职	730101 纳税事务	347314	347314	%PDF-	OK	中职/财经商贸大类/财政税务类/730101_纳税事务.pdf
中职	730701 电子商务	347799	347799	%PDF-	OK	中职/财经商贸大类/电子商务类/730701_电子商务.pdf
中职	730702 跨境电子商务	347805	347805	%PDF-	OK	中职/财经商贸大类/电子商务类/730702_跨境电子商务.pdf
中职	730703 移动商务	345616	345616	%PDF-	OK	中职/财经商贸大类/电子商务类/730703_移动商务.pdf
中职	730704 网络营销	346775	346775	%PDF-	OK	中职/财经商贸大类/电子商务类/730704_网络营销.pdf
中职	730705 直播电商服务	328683	328683	%PDF-	OK	中职/财经商贸大类/电子商务类/730705_直播电商服务.pdf
中职	730602 市场营销	334966	334966	%PDF-	OK	中职/财经商贸大类/工商管理类/730602_市场营销.pdf
中职	730501 国际商务	339784	339784	%PDF-	OK	中职/财经商贸大类/经济贸易类/730501_国际商务.pdf
中职	730502 服务外包	336793	336793	%PDF-	OK	中职/财经商贸大类/经济贸易类/730502_服务外包.pdf
中职	730201 金融事务	348142	348142	%PDF-	OK	中职/财经商贸大类/金融类/730201_金融事务.pdf
中职	730801 物流服务与管理	347023	347023	%PDF-	OK	中职/财经商贸大类/物流类/730801_物流服务与管理.pdf
中职	730802 冷链物流服务与管理	355512	355512	%PDF-	OK	中职/财经商贸大类/物流类/730802_冷链物流服务与管理.pdf
中职	730803 国际货运代理	351098	351098	%PDF-	OK	中职/财经商贸大类/物流类/730803_国际货运代理.pdf
中职	730804 物流设施运行与维护	354459	354459	%PDF-	OK	中职/财经商贸大类/物流类/730804_物流设施运行与维护.pdf
中职	710101 电子信息技术	365487	365487	%PDF-	OK	中职/电子与信息大类/电子信息类/710101_电子信息技术.pdf
中职	710102 物联网技术应用	340649	340649	%PDF-	OK	中职/电子与信息大类/电子信息类/710102_物联网技术应用.pdf
中职	710401 微电子技术与器件制造	351694	351694	%PDF-	OK	中职/电子与信息大类/集成电路类/710401_微电子技术与器件制造.pdf
中职	710205 大数据技术应用	344858	344858	%PDF-	OK	中职/电子与信息大类/计算机类/710205_大数据技术应用.pdf
中职	710206 移动应用技术与服务	350461	350461	%PDF-	OK	中职/电子与信息大类/计算机类/710206_移动应用技术与服务.pdf
中职	710207 网络信息安全	339658	339658	%PDF-	OK	中职/电子与信息大类/计算机类/710207_网络信息安全.pdf
中职	710208 网络安防系统安装与维护	378384	378384	%PDF-	OK	中职/电子与信息大类/计算机类/710208_网络安防系统安装与维护.pdf
中职	710211 计算机与数码设备维修	338293	338293	%PDF-	OK	中职/电子与信息大类/计算机类/710211_计算机与数码设备维修.pdf
中职	710301 现代通信技术应用	340040	340040	%PDF-	OK	中职/电子与信息大类/通信类/710301_现代通信技术应用.pdf
中职	710302 通信系统工程安装与维护	342331	342331	%PDF-	OK	中职/电子与信息大类/通信类/710302_通信系统工程安装与维护.pdf
中职	780701 安全保卫服务	341632	341632	%PDF-	OK	中职/公安与司法大类/安全防范类/780701_安全保卫服务.pdf
中职	790301 现代家政服务与管理	351484	351484	%PDF-	OK	中职/公共管理与服务大类/公共服务类/790301_现代家政服务与管理.pdf
中职	790302 智慧健康养老服务	326252	326252	%PDF-	OK	中职/公共管理与服务大类/公共服务类/790302_智慧健康养老服务.pdf
中职	790303 老年人服务与管理	338938	338938	%PDF-	OK	中职/公共管理与服务大类/公共服务类/790303_老年人服务与管理.pdf
中职	790304 殡葬服务与管理	361715	361715	%PDF-	OK	中职/公共管理与服务大类/公共服务类/790304_殡葬服务与管理.pdf
中职	790305 母婴照护	353677	353677	%PDF-	OK	中职/公共管理与服务大类/公共服务类/790305_母婴照护.pdf
中职	790201 民政服务	355009	355009	%PDF-	OK	中职/公共管理与服务大类/公共管理类/790201_民政服务.pdf
中职	790101 社会工作事务	309300	309300	%PDF-	OK	中职/公共管理与服务大类/公共事业类/790101_社会工作事务.pdf
中职	790102 社区公共事务管理	333288	333288	%PDF-	OK	中职/公共管理与服务大类/公共事业类/790102_社区公共事务管理.pdf
中职	790401 文秘	342152	342152	%PDF-	OK	中职/公共管理与服务大类/文秘类/790401_文秘.pdf
中职	790402 行政事务助理	345409	345409	%PDF-	OK	中职/公共管理与服务大类/文秘类/790402_行政事务助理.pdf
中职	700601 城市轨道交通车辆运用与检修	343254	343254	%PDF-	OK	中职/交通运输大类/城市轨道交通类/700601_城市轨道交通车辆运用与检修.pdf
中职	700602 城市轨道交通信号维护	341248	341248	%PDF-	OK	中职/交通运输大类/城市轨道交通类/700602_城市轨道交通信号维护.pdf
中职	700603 城市轨道交通供电	357873	357873	%PDF-	OK	中职/交通运输大类/城市轨道交通类/700603_城市轨道交通供电.pdf
中职	700604 城市轨道交通运营服务	353075	353075	%PDF-	OK	中职/交通运输大类/城市轨道交通类/700604_城市轨道交通运营服务.pdf
中职	700401 民航运输服务	370009	370009	%PDF-	OK	中职/交通运输大类/航空运输类/700401_民航运输服务.pdf
中职	700403 飞机设备维修	362252	362252	%PDF-	OK	中职/交通运输大类/航空运输类/700403_飞机设备维修.pdf
中职	700404 机场场务技术与管理	343764	343764	%PDF-	OK	中职/交通运输大类/航空运输类/700404_机场场务技术与管理.pdf
中职	700302 船舶机工与水手	357585	357585	%PDF-	OK	中职/交通运输大类/水上运输类/700302_船舶机工与水手.pdf
中职	700303 轮机维护与管理	351440	351440	%PDF-	OK	中职/交通运输大类/水上运输类/700303_轮机维护与管理.pdf
中职	700304 邮轮乘务	394657	394657	%PDF-	OK	中职/交通运输大类/水上运输类/700304_邮轮乘务.pdf
中职	700305 水路运输服务	347991	347991	%PDF-	OK	中职/交通运输大类/水上运输类/700305_水路运输服务.pdf
中职	700306 港口机械运用与维修	339261	339261	%PDF-	OK	中职/交通运输大类/水上运输类/700306_港口机械运用与维修.pdf
中职	700101 铁道工程施工与维护	351536	351536	%PDF-	OK	中职/交通运输大类/铁道运输类/700101_铁道工程施工与维护.pdf
中职	700102 电力机车运用与检修	355133	355133	%PDF-	OK	中职/交通运输大类/铁道运输类/700102_电力机车运用与检修.pdf
中职	700105 电气化铁道供电	341257	341257	%PDF-	OK	中职/交通运输大类/铁道运输类/700105_电气化铁道供电.pdf
中职	700106 铁道信号施工与维护	354475	354475	%PDF-	OK	中职/交通运输大类/铁道运输类/700106_铁道信号施工与维护.pdf
中职	700107 铁道运输服务	356524	356524	%PDF-	OK	中职/交通运输大类/铁道运输类/700107_铁道运输服务.pdf
中职	700108 高速铁路乘务	343081	343081	%PDF-	OK	中职/交通运输大类/铁道运输类/700108_高速铁路乘务.pdf
中职	700109 铁道桥梁隧道施工与维护	350387	350387	%PDF-	OK	中职/交通运输大类/铁道运输类/700109_铁道桥梁隧道施工与维护.pdf
中职	700201 道路与桥梁工程施工	361433	361433	%PDF-	OK	中职/交通运输大类/道路运输类/700201_道路与桥梁工程施工.pdf
中职	700203 交通运营服务	318623	318623	%PDF-	OK	中职/交通运输大类/道路运输类/700203_交通运营服务.pdf
中职	700204 交通工程机械运用与维修	361503	361503	%PDF-	OK	中职/交通运输大类/道路运输类/700204_交通工程机械运用与维修.pdf
中职	700205 汽车服务与营销	380102	380102	%PDF-	OK	中职/交通运输大类/道路运输类/700205_汽车服务与营销.pdf
中职	700206 汽车运用与维修	343967	343967	%PDF-	OK	中职/交通运输大类/道路运输类/700206_汽车运用与维修.pdf
中职	700209 新能源汽车运用与维修	343226	343226	%PDF-	OK	中职/交通运输大类/道路运输类/700209_新能源汽车运用与维修.pdf
中职	700701 邮政快递运营	333116	333116	%PDF-	OK	中职/交通运输大类/邮政类/700701_邮政快递运营.pdf
中职	700702 邮政快递安全技术	333464	333464	%PDF-	OK	中职/交通运输大类/邮政类/700702_邮政快递安全技术.pdf
中职	700703 邮政通信服务	335740	335740	%PDF-	OK	中职/交通运输大类/邮政类/700703_邮政通信服务.pdf
中职	770101 幼儿保育	349593	349593	%PDF-	OK	中职/教育与体育大类/教育类/770101_幼儿保育.pdf
中职	770207 商务泰语	343482	343482	%PDF-	OK	中职/教育与体育大类/语言类/770207_商务泰语.pdf
中职	770208 商务阿拉伯语	341499	341499	%PDF-	OK	中职/教育与体育大类/语言类/770208_商务阿拉伯语.pdf
中职	740201 中餐烹饪	357375	357375	%PDF-	OK	中职/旅游大类/餐饮类/740201_中餐烹饪.pdf
中职	740203 中西面点	340939	340939	%PDF-	OK	中职/旅游大类/餐饮类/740203_中西面点.pdf
中职	740101 旅游服务与管理	343690	343690	%PDF-	OK	中职/旅游大类/旅游类/740101_旅游服务与管理.pdf
中职	740102 导游服务	339032	339032	%PDF-	OK	中职/旅游大类/旅游类/740102_导游服务.pdf
中职	740103 康养休闲旅游服务	342614	342614	%PDF-	OK	中职/旅游大类/旅游类/740103_康养休闲旅游服务.pdf
中职	740105 茶艺与茶营销	346081	346081	%PDF-	OK	中职/旅游大类/旅游类/740105_茶艺与茶营销.pdf
中职	740106 会展服务与管理	342598	342598	%PDF-	OK	中职/旅游大类/旅游类/740106_会展服务与管理.pdf
中职	610201 林业生产技术	355734	355734	%PDF-	OK	中职/农林牧渔大类/林业类/610201_林业生产技术.pdf
中职	610202 园林技术	345230	345230	%PDF-	OK	中职/农林牧渔大类/林业类/610202_园林技术.pdf
中职	610205 木业产品加工技术	334442	334442	%PDF-	OK	中职/农林牧渔大类/林业类/610205_木业产品加工技术.pdf
中职	610101 种子生产技术	341946	341946	%PDF-	OK	中职/农林牧渔大类/农业类/610101_种子生产技术.pdf
中职	610102 作物生产技术	359302	359302	%PDF-	OK	中职/农林牧渔大类/农业类/610102_作物生产技术.pdf
中职	610103 循环农业与再生资源利用	352496	352496	%PDF-	OK	中职/农林牧渔大类/农业类/610103_循环农业与再生资源利用.pdf
中职	610104 家庭农场生产经营	360854	360854	%PDF-	OK	中职/农林牧渔大类/农业类/610104_家庭农场生产经营.pdf
中职	610105 园艺技术	354297	354297	%PDF-	OK	中职/农林牧渔大类/农业类/610105_园艺技术.pdf
中职	610108 中草药栽培	353564	353564	%PDF-	OK	中职/农林牧渔大类/农业类/610108_中草药栽培.pdf
中职	610109 烟草栽培与加工	364326	364326	%PDF-	OK	中职/农林牧渔大类/农业类/610109_烟草栽培与加工.pdf
中职	610110 饲草栽培与加工	354328	354328	%PDF-	OK	中职/农林牧渔大类/农业类/610110_饲草栽培与加工.pdf
中职	610113 农机设备应用与维修	345192	345192	%PDF-	OK	中职/农林牧渔大类/农业类/610113_农机设备应用与维修.pdf
中职	610114 农产品加工与质量检测	373113	373113	%PDF-	OK	中职/农林牧渔大类/农业类/610114_农产品加工与质量检测.pdf
中职	610115 农产品贮藏与加工	364928	364928	%PDF-	OK	中职/农林牧渔大类/农业类/610115_农产品贮藏与加工.pdf
中职	610118 休闲农业生产与经营	357816	357816	%PDF-	OK	中职/农林牧渔大类/农业类/610118_休闲农业生产与经营.pdf
中职	610119 农资营销与服务	344324	344324	%PDF-	OK	中职/农林牧渔大类/农业类/610119_农资营销与服务.pdf
中职	610301 畜禽生产技术	363587	363587	%PDF-	OK	中职/农林牧渔大类/畜牧业类/610301_畜禽生产技术.pdf
中职	610402 海水养殖	345601	345601	%PDF-	OK	中职/农林牧渔大类/渔业类/610402_海水养殖.pdf
中职	680201 包装设计与制作	313611	313611	%PDF-	OK	中职/轻工纺织大类/包装类/680201_包装设计与制作.pdf
中职	680401 纺织技术与服务	338159	338159	%PDF-	OK	中职/轻工纺织大类/纺织服装类/680401_纺织技术与服务.pdf
中职	680402 服装设计与工艺	366403	366403	%PDF-	OK	中职/轻工纺织大类/纺织服装类/680402_服装设计与工艺.pdf
中职	680405 数字化染整工艺	345852	345852	%PDF-	OK	中职/轻工纺织大类/纺织服装类/680405_数字化染整工艺.pdf
中职	680406 服装制作与生产管理	340395	340395	%PDF-	OK	中职/轻工纺织大类/纺织服装类/680406_服装制作与生产管理.pdf
中职	680101 化妆品制造技术	354894	354894	%PDF-	OK	中职/轻工纺织大类/轻化工类/680101_化妆品制造技术.pdf
中职	680102 现代造纸工艺	345136	345136	%PDF-	OK	中职/轻工纺织大类/轻化工类/680102_现代造纸工艺.pdf
中职	680301 印刷媒体技术	346092	346092	%PDF-	OK	中职/轻工纺织大类/印刷类/680301_印刷媒体技术.pdf
